day_type,guest_satisfaction_score,price_total,is_shared_room,is_superhost,is_multi_listing,is_business_listing,cleanliness_score,room_type,room_id,room_list_id
weekday,100.0,326.9126743338272,0,0,0,0,10.0,Private room,14892,24136
weekday,95.0,193.7957148568875,0,1,0,0,9.0,Private room,14893,24137
weekday,94.0,134.29290434864413,0,0,0,0,10.0,Private room,14894,24138
weekday,100.0,2629.883111079753,0,0,0,1,10.0,Entire home/apt,14895,24139
weekday,91.0,147.22829793739268,0,0,0,0,10.0,Private room,14896,24140
weekday,73.0,100.89606999223876,0,0,0,0,7.0,Private room,14897,24141
weekday,93.0,131.70582563089442,0,1,0,0,10.0,Private room,14898,24142
weekday,90.0,229.7796279310426,0,0,0,1,9.0,Private room,14899,24143
weekday,100.0,117.59448717044144,0,0,0,0,10.0,Private room,14900,24144
weekday,100.0,196.3827935746372,0,0,0,0,10.0,Private room,14901,24145
weekday,83.0,154.98953409064185,0,0,0,1,9.0,Private room,14902,24146
weekday,95.0,250.7114466473812,0,0,1,0,9.0,Entire home/apt,14903,24147
weekday,90.0,242.71502151979115,0,0,0,1,10.0,Private room,14904,24148
weekday,100.0,142.05414050189327,0,1,0,0,10.0,Private room,14905,24149
weekday,80.0,555.2811684188246,0,0,0,1,9.0,Entire home/apt,14906,24150
weekday,82.0,205.55516357393165,0,0,0,1,9.0,Private room,14907,24151
weekday,83.0,379.83019356052586,0,0,0,1,9.0,Entire home/apt,14908,24152
weekday,87.0,379.83019356052586,0,0,0,1,10.0,Entire home/apt,14909,24153
weekday,80.0,379.83019356052586,0,0,0,1,7.0,Entire home/apt,14909,24154
weekday,89.0,147.22829793739268,0,0,0,0,9.0,Private room,14910,24155
weekday,100.0,109.83325101719232,0,0,0,0,10.0,Private room,14911,24156
weekday,94.0,550.1070109833252,0,0,1,0,10.0,Entire home/apt,14912,24157
weekday,75.0,162.75077024389097,0,0,0,0,8.0,Private room,14913,24158
weekday,87.0,142.05414050189327,0,0,1,0,9.0,Private room,14914,24159
weekday,100.0,284.10828100378654,0,0,1,0,9.0,Private room,14915,24160
weekday,99.0,142.05414050189327,0,0,0,0,10.0,Private room,14916,24161
weekday,82.0,774.9476704532092,0,0,1,0,8.0,Entire home/apt,14917,24162
weekday,89.0,298.4548084385804,0,0,0,0,9.0,Entire home/apt,14918,24163
weekday,98.0,123.9445894776453,0,0,1,0,10.0,Private room,14919,24164
weekday,100.0,258.23749382628944,0,0,0,0,10.0,Entire home/apt,14920,24165
weekday,97.0,393.706343046638,0,0,0,0,9.0,Entire home/apt,14921,24166
weekday,91.0,285.51941484983183,0,0,0,1,10.0,Entire home/apt,14922,24167
weekday,77.0,343.37590253768906,0,0,0,0,8.0,Entire home/apt,14923,24168
weekday,88.0,439.0978150944284,0,0,0,1,9.0,Entire home/apt,14924,24169
weekday,100.0,157.57661280839153,0,0,0,0,10.0,Private room,14925,24170
weekday,83.0,508.7137514993297,0,0,0,1,8.0,Entire home/apt,14926,24171
weekday,80.0,727.2043086620099,0,0,0,1,10.0,Entire home/apt,14927,24172
weekday,87.0,258.23749382628944,0,0,0,1,9.0,Private room,14928,24173
weekday,85.0,335.8498553587808,0,0,0,1,7.0,Entire home/apt,14929,24174
weekday,100.0,320.3273830522825,0,0,0,1,10.0,Entire home/apt,14930,24175
weekday,100.0,272.5840212610833,0,1,1,0,10.0,Private room,14931,24176
weekday,97.0,284.10828100378654,0,0,0,0,10.0,Entire home/apt,14932,24177
weekday,86.0,201.32176203579576,0,0,0,1,8.0,Private room,14933,24178
weekday,98.0,271.172887415038,0,1,0,0,10.0,Private room,14934,24179
weekday,100.0,250.7114466473812,0,0,1,0,9.0,Private room,14935,24180
weekday,100.0,121.35751075989558,0,0,0,0,10.0,Private room,14936,24181
weekday,93.0,277.7581786965827,0,0,0,0,10.0,Entire home/apt,14937,24182
weekday,100.0,490.8393894494226,0,0,0,1,10.0,Entire home/apt,14938,24183
weekday,20.0,439.3330040687693,0,0,0,1,10.0,Entire home/apt,14939,24184
weekday,90.0,496.0135468849221,0,0,0,1,9.0,Entire home/apt,14940,24185
weekday,92.0,470.1427597074249,0,0,0,1,10.0,Entire home/apt,14941,24186
weekday,80.0,173.3342740892307,0,0,0,0,8.0,Private room,14942,24187
weekday,87.0,108.42211717114702,0,0,0,1,8.0,Private room,14943,24188
weekday,60.0,632.8935299513158,0,0,0,0,6.0,Private room,14944,24189
weekday,98.0,297.0436745925351,0,0,0,1,10.0,Private room,14945,24190
weekday,83.0,185.09372280627483,0,0,0,0,7.0,Private room,14946,24191
weekday,97.0,149.58018768080152,0,0,1,0,10.0,Private room,14947,24192
weekday,82.0,184.85853383193395,0,0,0,1,9.0,Private room,14948,24193
weekday,82.0,197.7939274206825,0,0,0,1,9.0,Private room,14949,24194
weekday,89.0,218.25536818833933,0,0,0,1,9.0,Private room,14950,24195
weekday,73.0,374.4208471506856,0,0,0,1,9.0,Entire home/apt,14951,24196
weekday,99.0,174.5102189609351,0,1,1,0,10.0,Private room,14952,24197
weekday,100.0,103.2479597356476,0,0,0,0,10.0,Private room,14953,24198
weekday,76.0,243.6557774171547,0,0,0,1,9.0,Entire home/apt,14954,24199
weekday,96.0,820.3391425009995,0,1,0,1,10.0,Entire home/apt,14955,24200
weekday,80.0,294.45659587478536,0,0,0,1,8.0,Entire home/apt,14956,24201
weekday,97.0,694.983419177309,0,0,1,0,10.0,Entire home/apt,14957,24202
weekday,94.0,195.2068487029328,0,0,0,1,9.0,Private room,14958,24203
weekday,100.0,348.78524894752934,0,0,1,0,8.0,Entire home/apt,14959,24204
weekday,85.0,490.8393894494226,0,0,0,1,8.0,Entire home/apt,14960,24205
weekday,97.0,137.11517204073473,0,0,0,0,9.0,Private room,14961,24206
weekday,60.0,132.88177050259884,0,0,0,1,4.0,Private room,14962,24207
weekday,90.0,542.3457748300759,0,0,1,0,9.0,Entire home/apt,14963,24208
weekday,91.0,174.5102189609351,0,0,0,1,9.0,Private room,14964,24209
weekday,85.0,471.55389355347023,0,0,1,0,9.0,Entire home/apt,14965,24210
weekday,98.0,297.0436745925351,0,0,0,1,10.0,Entire home/apt,14966,24211
weekday,79.0,135.70403819468945,0,0,0,1,8.0,Private room,14967,24212
weekday,89.0,297.0436745925351,0,0,0,1,9.0,Entire home/apt,14968,24213
weekday,80.0,391.3544533032292,0,0,1,0,9.0,Entire home/apt,14969,24214
weekday,82.0,605.8467979021143,0,0,0,0,9.0,Entire home/apt,14970,24215
weekday,78.0,502.5988381664668,0,0,0,1,7.0,Entire home/apt,14971,24216
weekday,88.0,263.41165126178885,0,0,0,1,9.0,Private room,14972,24217
weekday,100.0,167.92492767939038,0,1,0,0,10.0,Private room,14973,24218
weekday,93.0,290.4583833109904,0,0,0,0,9.0,Private room,14974,24219
weekday,95.0,251.8873915190856,0,0,0,0,9.0,Entire home/apt,14975,24220
weekday,97.0,994.6141724875938,0,1,1,0,10.0,Entire home/apt,14976,24221
weekday,89.0,142.05414050189327,0,0,0,0,9.0,Entire home/apt,14977,24222
weekday,100.0,613.3728450810225,0,1,0,1,10.0,Entire home/apt,14978,24223
weekday,90.0,462.38152355417577,0,0,0,0,10.0,Entire home/apt,14979,24224
weekday,92.0,195.2068487029328,0,0,0,1,9.0,Private room,13523,24225
weekday,88.0,184.85853383193395,0,0,0,1,9.0,Private room,13523,24226
weekday,87.0,118.77043204214588,0,0,0,0,9.0,Private room,14980,24227
weekday,100.0,412.2862720195677,0,0,0,1,10.0,Entire home/apt,14981,24228
weekday,80.0,843.3876619864061,0,0,0,1,8.0,Entire home/apt,14982,24229
weekday,80.0,268.58580869728826,0,0,1,0,10.0,Private room,14983,24230
weekday,75.0,92.89964486464876,0,0,0,1,8.0,Private room,14984,24231
weekday,100.0,126.531668195395,0,0,0,0,10.0,Private room,14985,24232
weekday,85.0,353.7242174086879,0,0,0,0,8.0,Entire home/apt,14986,24233
weekday,99.0,90.54775512123992,0,1,0,0,10.0,Private room,14987,24234
weekday,90.0,178.27324255038923,0,0,1,0,9.0,Private room,14988,24235
weekday,98.0,119.94637691385029,0,0,1,0,10.0,Private room,14989,24236
weekday,100.0,154.98953409064185,1,0,0,0,10.0,Shared room,14990,24237
weekday,80.0,690.9852066135139,0,1,0,0,8.0,Entire home/apt,14991,24238
weekday,92.0,190.9734471647969,0,0,0,1,9.0,Entire home/apt,14992,24239
weekday,20.0,209.31818716338577,0,0,0,1,2.0,Entire home/apt,14993,24240
weekday,97.0,179.68437639643454,0,0,0,0,9.0,Private room,14994,24241
weekday,95.0,975.0934876173004,0,0,0,1,10.0,Entire home/apt,14995,24242
weekday,100.0,346.19817022977963,0,0,1,0,10.0,Private room,14996,24243
weekday,100.0,211.9052658811355,0,0,0,0,10.0,Private room,14997,24244
weekday,40.0,1065.6412427385403,0,0,0,1,10.0,Entire home/apt,14998,24245
weekday,70.0,353.95940638302875,0,0,0,1,9.0,Entire home/apt,14909,24246
weekday,80.0,353.95940638302875,0,0,0,1,8.0,Entire home/apt,14909,24247
weekday,80.0,353.95940638302875,0,0,0,1,7.0,Entire home/apt,14909,24248
weekday,100.0,353.95940638302875,0,0,0,1,8.0,Entire home/apt,14909,24249
weekday,60.0,353.95940638302875,0,0,0,1,10.0,Entire home/apt,14909,24250
weekday,80.0,353.95940638302875,0,0,0,1,9.0,Entire home/apt,14909,24251
weekday,80.0,353.95940638302875,0,0,0,1,8.0,Entire home/apt,14999,24252
weekday,90.0,353.95940638302875,0,0,0,1,10.0,Entire home/apt,14909,24253
weekday,75.0,353.95940638302875,0,0,0,1,8.0,Entire home/apt,15000,24254
weekday,77.0,353.95940638302875,0,0,0,1,8.0,Entire home/apt,14909,24255
weekday,91.0,353.95940638302875,0,0,0,1,9.0,Entire home/apt,14909,24256
weekday,88.0,333.26277664103105,0,0,0,1,8.0,Private room,15001,24257
weekday,100.0,180.86032126813896,0,0,0,0,10.0,Private room,15002,24258
weekday,85.0,310.2142571556245,0,0,0,1,9.0,Private room,15003,24259
weekday,85.0,85.37359768574049,0,0,0,1,8.0,Private room,15004,24260
weekday,79.0,129.11874691314472,0,0,0,1,8.0,Private room,15005,24261
weekday,98.0,90.54775512123992,0,0,0,0,9.0,Private room,15006,24262
weekday,100.0,181.3306992168207,0,0,0,0,10.0,Private room,15007,24263
weekday,100.0,3874.9735412403866,0,0,1,0,10.0,Entire home/apt,15008,24264
weekday,78.0,113.59627460664645,0,0,1,0,8.0,Private room,15009,24265
weekday,90.0,555.2811684188246,1,0,0,0,10.0,Shared room,15010,24266
weekday,99.0,159.22293562877772,0,1,0,0,10.0,Private room,15011,24267
weekday,93.0,635.4806086690656,0,0,1,0,9.0,Entire home/apt,15012,24268
weekday,72.0,152.40245537289212,0,0,0,1,8.0,Private room,15013,24269
weekday,90.0,146.0523530656883,0,0,0,1,9.0,Private room,15014,24270
weekday,90.0,135.70403819468945,0,0,0,1,9.0,Private room,15015,24271
weekday,100.0,1356.3348150238717,0,0,0,1,10.0,Entire home/apt,15016,24272
weekday,100.0,237.7760530586326,0,0,1,0,10.0,Private room,15017,24273
weekday,90.0,492.25052329546793,0,0,0,1,10.0,Entire home/apt,15018,24274
weekday,88.0,245.53728921188176,0,0,0,1,9.0,Private room,15019,24275
weekday,93.0,904.066417366354,0,0,0,0,9.0,Entire home/apt,15020,24276
weekday,80.0,109.83325101719232,0,1,1,0,7.0,Private room,15021,24277
weekday,100.0,113.59627460664645,0,1,1,0,10.0,Private room,15022,24278
weekday,96.0,116.18335332439617,0,1,0,0,9.0,Private room,15023,24279
weekday,100.0,148.639431783438,0,0,0,0,10.0,Private room,15024,24280
weekday,95.0,696.1593640490133,0,0,0,0,10.0,Entire home/apt,15025,24281
weekday,100.0,161.57482537218655,0,0,0,0,10.0,Private room,15026,24282
weekday,70.0,474.14097227122,0,0,0,1,9.0,Entire home/apt,15027,24283
weekday,95.0,154.98953409064185,0,0,1,0,9.0,Private room,15028,24284
weekday,80.0,549.1662550859616,0,0,1,0,8.0,Entire home/apt,15029,24285
weekday,88.0,190.9734471647969,0,0,1,0,8.0,Private room,15030,24286
weekday,100.0,400.5268233025236,0,0,0,0,10.0,Entire home/apt,15031,24287
weekday,88.0,215.66828947058963,0,0,0,0,9.0,Private room,15032,24288
weekday,100.0,180.86032126813896,0,0,1,0,10.0,Private room,15033,24289
weekday,100.0,791.8812766057528,0,0,0,1,10.0,Entire home/apt,15034,24290
weekday,100.0,783.17928455514,0,0,0,1,9.0,Entire home/apt,15035,24291
weekday,100.0,783.17928455514,0,0,0,1,10.0,Entire home/apt,15036,24292
weekday,60.0,857.4990004468591,0,0,0,1,8.0,Entire home/apt,15037,24293
weekday,100.0,847.1506855758602,0,0,1,0,10.0,Entire home/apt,15038,24294
weekday,100.0,214.4923445988852,0,0,1,0,10.0,Private room,15039,24295
weekday,99.0,135.70403819468945,0,1,0,0,10.0,Private room,15040,24296
weekday,73.0,1013.8996683835462,0,0,0,1,7.0,Entire home/apt,15041,24297
weekday,87.0,232.3667066487923,0,0,1,0,9.0,Private room,15042,24298
weekday,80.0,284.10828100378654,0,0,1,0,10.0,Entire home/apt,15043,24299
weekday,90.0,284.10828100378654,0,0,0,1,8.0,Entire home/apt,15044,24300
weekday,100.0,162.75077024389097,0,0,0,0,10.0,Private room,15045,24301
weekday,100.0,135.70403819468945,0,0,0,0,10.0,Private room,15046,24302
weekday,100.0,187.2104235753428,0,0,0,0,10.0,Private room,15047,24303
weekday,100.0,1808.368023707049,0,0,0,1,10.0,Private room,15048,24304
weekday,100.0,1808.368023707049,0,0,0,1,10.0,Private room,15049,24305
weekday,95.0,497.42468073096734,0,0,0,1,9.0,Entire home/apt,15050,24306
weekday,92.0,130.52988075919,0,0,0,1,9.0,Private room,15051,24307
weekday,80.0,213.0812107528399,0,0,0,0,10.0,Private room,15052,24308
weekday,100.0,346.4333592041205,0,1,1,0,9.0,Private room,15053,24309
weekday,76.0,355.1353512547332,0,0,0,1,7.0,Entire home/apt,15054,24310
weekday,99.0,360.3095086902326,0,1,0,0,9.0,Entire home/apt,15055,24311
weekday,99.0,573.6259084174134,0,0,0,1,10.0,Entire home/apt,15056,24312
weekday,93.0,462.38152355417577,0,0,0,1,9.0,Entire home/apt,15057,24313
weekday,90.0,722.0301512265105,0,0,0,1,9.0,Entire home/apt,15058,24314
weekday,87.0,645.8289235400645,0,0,0,1,9.0,Entire home/apt,15059,24315
weekday,96.0,722.0301512265105,0,0,0,1,10.0,Entire home/apt,15060,24316
weekday,100.0,1011.5477786401374,0,0,0,1,10.0,Entire home/apt,15061,24317
weekday,90.0,1011.5477786401374,0,0,0,1,10.0,Entire home/apt,15062,24318
weekday,87.0,1011.5477786401374,0,0,0,1,10.0,Entire home/apt,15063,24319
weekday,93.0,1068.22832145629,0,0,0,1,7.0,Entire home/apt,15064,24320
weekday,90.0,311.15501305298807,0,0,0,0,10.0,Entire home/apt,15065,24321
weekday,100.0,568.451750981914,0,0,0,1,10.0,Entire home/apt,15066,24322
weekday,86.0,129.11874691314472,0,0,1,0,9.0,Private room,15067,24323
weekday,95.0,121.35751075989558,0,1,0,0,10.0,Private room,15068,24324
weekday,50.0,253.06333639079,0,0,1,0,5.0,Entire home/apt,15069,24325
weekday,20.0,514.12309790917,0,0,1,0,2.0,Entire home/apt,15070,24326
weekday,88.0,734.965544815259,0,0,0,0,9.0,Entire home/apt,15071,24327
weekday,85.0,258.23749382628944,0,0,0,1,9.0,Private room,15072,24328
weekday,90.0,228.60368305933807,0,0,0,0,8.0,Entire home/apt,15073,24329
weekday,96.0,467.5556809896752,0,0,0,1,10.0,Entire home/apt,15074,24330
weekday,90.0,258.23749382628944,0,0,1,0,8.0,Entire home/apt,15075,24331
weekday,100.0,174.5102189609351,0,0,1,0,10.0,Private room,15076,24332
weekday,100.0,800.5832686563654,0,0,1,0,10.0,Private room,15077,24333
weekday,100.0,387.591429713775,0,0,0,1,10.0,Entire home/apt,15078,24334
weekday,100.0,231.6611397257697,0,0,1,0,10.0,Private room,15079,24335
weekday,90.0,251.8873915190856,0,1,0,1,10.0,Entire home/apt,15080,24336
weekday,100.0,157.57661280839153,0,0,1,0,10.0,Private room,15081,24337
weekday,85.0,147.22829793739268,0,0,0,0,8.0,Private room,15082,24338
weekday,79.0,95.48672358239844,0,0,0,1,8.0,Private room,15083,24339
weekday,40.0,403.81946894329593,0,0,0,1,6.0,Entire home/apt,15084,24340
weekday,83.0,477.6688068863332,0,0,1,0,9.0,Entire home/apt,15085,24341
weekday,75.0,138.29111691243915,0,0,0,1,8.0,Private room,15086,24342
weekday,82.0,154.98953409064185,0,0,0,1,8.0,Private room,15087,24343
weekday,76.0,297.0436745925351,0,0,0,0,8.0,Entire home/apt,15088,24344
weekday,90.0,586.326113031821,0,0,0,1,10.0,Entire home/apt,15089,24345
weekday,80.0,146.0523530656883,0,0,0,1,9.0,Private room,15090,24346
weekday,84.0,397.93974458477385,0,0,0,1,9.0,Entire home/apt,15091,24347
weekday,80.0,129.11874691314472,0,0,0,1,7.0,Private room,15092,24348
weekday,95.0,15499.894164961546,0,1,0,1,10.0,Entire home/apt,15093,24349
weekday,100.0,219.66650203438465,0,1,1,0,10.0,Private room,15094,24350
weekday,87.0,123.9445894776453,0,0,0,1,9.0,Private room,15095,24351
weekday,100.0,489.4282556033773,0,0,0,0,10.0,Entire home/apt,15096,24352
weekday,79.0,180.86032126813896,0,0,1,0,9.0,Entire home/apt,15097,24353
weekday,99.0,5166.631388320516,0,1,0,1,10.0,Private room,15098,24354
weekday,96.0,183.4473999858887,0,0,1,0,9.0,Private room,15099,24355
weekday,87.0,207.90705331734048,0,0,0,0,8.0,Private room,15100,24356
weekday,96.0,714.2689150732614,0,0,0,1,10.0,Entire home/apt,15101,24357
weekday,90.0,714.2689150732614,0,0,0,1,10.0,Entire home/apt,15102,24358
weekday,80.0,758.9548201980291,0,0,0,1,6.0,Entire home/apt,15103,24359
weekday,100.0,205.55516357393165,0,0,0,1,10.0,Private room,15104,24360
weekday,88.0,214.4923445988852,0,0,1,0,9.0,Private room,15105,24361
weekday,100.0,387.8266186881159,0,0,0,0,10.0,Private room,15106,24362
weekday,92.0,239.1871869046779,0,1,1,0,9.0,Private room,15107,24363
weekday,93.0,116.41854229873704,0,0,0,0,9.0,Private room,15108,24364
weekday,85.0,197.7939274206825,0,0,0,1,9.0,Private room,15109,24365
weekday,84.0,544.227286624803,0,0,0,1,9.0,Entire home/apt,15110,24366
weekday,80.0,246.94842305792704,0,0,0,1,9.0,Private room,15111,24367
weekday,80.0,963.0988499259156,0,0,0,1,8.0,Entire home/apt,15112,24368
weekday,80.0,231.4259507514288,0,0,0,1,8.0,Private room,15113,24369
weekday,70.0,157.81180178273243,0,0,0,0,6.0,Private room,15114,24370
weekday,80.0,142.28932947623414,0,0,1,0,8.0,Private room,15115,24371
weekday,97.0,126.76685716973589,0,0,1,0,10.0,Private room,15116,24372
weekday,90.0,530.11594816435,0,0,0,1,9.0,Entire home/apt,15117,24373
weekday,93.0,530.11594816435,0,0,0,1,9.0,Entire home/apt,15118,24374
weekday,100.0,530.11594816435,0,0,0,1,9.0,Entire home/apt,15119,24375
weekday,40.0,530.11594816435,0,0,0,1,4.0,Entire home/apt,15120,24376
weekday,96.0,468.26124791269785,0,0,1,0,10.0,Entire home/apt,15121,24377
weekday,65.0,620.428514311249,0,0,0,1,6.0,Entire home/apt,15122,24378
weekday,70.0,491.3097673981044,0,0,0,1,8.0,Entire home/apt,15123,24379
weekday,91.0,91.72369999294432,0,0,1,0,9.0,Private room,15124,24380
weekday,100.0,135.70403819468945,0,0,0,0,10.0,Private room,15125,24381
weekday,90.0,135.93922716903032,0,0,0,1,10.0,Private room,15126,24382
weekday,80.0,432.9829017615654,0,0,0,0,8.0,Entire home/apt,15127,24383
weekday,100.0,146.0523530656883,0,0,0,1,10.0,Private room,15128,24384
weekday,100.0,452.2683976575178,0,0,0,1,10.0,Entire home/apt,15129,24385
weekday,100.0,452.2683976575178,0,0,0,1,10.0,Entire home/apt,15130,24386
weekday,95.0,139.46706178414357,0,0,0,0,10.0,Private room,15131,24387
weekday,100.0,129.11874691314472,0,0,0,0,10.0,Private room,15132,24388
weekday,87.0,357.01686304946026,0,0,1,0,9.0,Private room,15133,24389
weekday,90.0,245.53728921188176,0,0,0,1,10.0,Entire home/apt,15134,24390
weekday,80.0,245.53728921188176,0,0,0,1,10.0,Entire home/apt,15135,24391
weekday,80.0,245.53728921188176,0,0,0,1,10.0,Entire home/apt,15136,24392
weekday,83.0,652.884592770291,0,0,0,1,10.0,Entire home/apt,15137,24393
weekday,87.0,77.61236153249136,0,0,0,0,10.0,Private room,15138,24394
weekday,100.0,99.72012512053436,0,0,0,0,10.0,Private room,15139,24395
weekday,100.0,314.2124697194196,0,0,0,1,10.0,Private room,15140,24396
weekday,80.0,290.69357228533124,0,0,0,1,10.0,Private room,15141,24397
weekday,89.0,129.11874691314472,0,0,0,1,10.0,Private room,15142,24398
weekday,92.0,288.3416825419224,0,0,0,0,9.0,Entire home/apt,15143,24399
weekday,60.0,525.8825466262142,0,0,0,1,10.0,Entire home/apt,15144,24400
weekday,97.0,258.7078717749712,0,1,1,0,10.0,Private room,15145,24401
weekday,100.0,206.73110844563607,0,1,1,0,10.0,Private room,15146,24402
weekday,99.0,258.7078717749712,0,1,1,0,10.0,Private room,15147,24403
weekday,84.0,258.7078717749712,0,1,1,0,8.0,Private room,15148,24404
weekday,100.0,967.0970624897104,0,0,0,1,10.0,Entire home/apt,15149,24405
weekday,90.0,239.1871869046779,0,0,0,0,10.0,Private room,15150,24406
weekday,60.0,616.665490721795,0,0,0,1,8.0,Entire home/apt,15151,24407
weekday,100.0,456.2666102213128,0,0,0,1,10.0,Entire home/apt,15152,24408
weekday,100.0,161.57482537218655,0,0,0,1,10.0,Private room,15153,24409
weekday,100.0,224.8406594698841,0,0,1,0,10.0,Private room,15154,24410
weekday,87.0,89.3718102495355,0,0,0,1,9.0,Private room,15155,24411
weekday,100.0,387.8266186881159,0,0,0,0,10.0,Private room,15156,24412
weekday,87.0,194.0309038312284,0,0,0,1,9.0,Private room,15157,24413
weekday,95.0,245.77247818622263,0,0,0,1,10.0,Private room,15158,24414
weekday,98.0,319.386627154919,0,0,0,1,10.0,Private room,15159,24415
weekday,80.0,179.91956537077542,0,0,0,1,10.0,Private room,15160,24416
weekday,90.0,603.9652861073873,0,0,0,0,9.0,Entire home/apt,15161,24417
weekday,88.0,100.89606999223876,0,0,0,1,9.0,Private room,15162,24418
weekday,90.0,100.89606999223876,0,0,0,1,9.0,Private room,15163,24419
weekday,100.0,429.2198781721113,0,0,0,1,10.0,Entire home/apt,15164,24420
weekday,73.0,387.8266186881159,0,0,0,0,7.0,Entire home/apt,15165,24421
weekday,95.0,295.8677297208307,0,1,0,1,10.0,Entire home/apt,15166,24422
weekday,93.0,168.16011665373128,0,0,0,0,9.0,Private room,15167,24423
weekday,92.0,100.89606999223876,0,0,0,1,9.0,Private room,15168,24424
weekday,60.0,166.74898280768596,0,0,1,0,6.0,Private room,15169,24425
weekday,93.0,123.00383358028176,0,0,0,0,9.0,Private room,15170,24426
weekday,92.0,170.74719537148098,0,0,1,0,9.0,Entire home/apt,15171,24427
weekday,72.0,374.6560361250265,0,0,0,1,8.0,Entire home/apt,15172,24428
weekday,85.0,206.73110844563607,0,0,1,0,8.0,Entire home/apt,15173,24429
weekday,89.0,245.77247818622263,0,0,0,1,8.0,Private room,15174,24430
weekday,91.0,218.4905571626802,0,0,1,0,9.0,Private room,15175,24431
weekday,97.0,200.38100613843224,0,0,1,0,10.0,Private room,15176,24432
weekday,100.0,517.1805545756015,0,0,1,0,10.0,Entire home/apt,15177,24433
weekday,90.0,933.4650391589644,0,0,0,0,10.0,Entire home/apt,15178,24434
weekday,80.0,665.8199863590395,0,0,0,1,8.0,Entire home/apt,15179,24435
weekday,100.0,347.8444930501658,0,0,0,1,10.0,Entire home/apt,15180,24436
weekday,93.0,371.1282015099132,0,0,0,1,9.0,Entire home/apt,15181,24437
weekday,90.0,491.3097673981044,0,0,0,0,9.0,Private room,15182,24438
weekday,73.0,359.3687527928691,0,0,0,1,8.0,Entire home/apt,15183,24439
weekday,97.0,510.3600743197159,0,0,0,0,10.0,Entire home/apt,15184,24440
weekday,70.0,370.8930125355723,0,0,0,1,6.0,Entire home/apt,15185,24441
weekday,80.0,411.815894070886,0,0,0,1,8.0,Private room,15186,24442
weekday,87.0,336.0850443331217,0,0,0,0,9.0,Entire home/apt,15187,24443
weekday,81.0,110.0684399915332,0,0,0,1,8.0,Private room,15188,24444
weekday,87.0,110.0684399915332,0,0,0,1,7.0,Private room,15189,24445
weekday,100.0,879.1363860862202,0,0,0,1,10.0,Entire home/apt,15190,24446
weekday,94.0,236.6001081869282,0,1,1,0,9.0,Private room,15191,24447
weekday,85.0,162.75077024389097,0,0,0,1,9.0,Private room,15192,24448
weekday,40.0,554.5756014958018,0,0,0,1,8.0,Entire home/apt,15193,24449
weekday,87.0,478.3743738093558,0,0,0,1,9.0,Entire home/apt,15194,24450
weekday,60.0,478.3743738093558,0,0,0,1,4.0,Entire home/apt,15195,24451
weekday,80.0,478.3743738093558,0,0,0,1,9.0,Entire home/apt,15196,24452
weekday,82.0,478.3743738093558,0,0,0,1,9.0,Entire home/apt,15197,24453
weekday,98.0,478.3743738093558,0,0,0,1,10.0,Entire home/apt,15198,24454
weekday,80.0,394.4119099696606,0,0,0,1,8.0,Entire home/apt,15199,24455
weekday,85.0,213.3163997271808,0,0,0,1,9.0,Private room,15200,24456
weekday,90.0,1118.0883840165573,0,0,0,1,10.0,Entire home/apt,15201,24457
weekday,96.0,633.5990968743386,0,0,0,1,10.0,Entire home/apt,15202,24458
weekday,97.0,90.54775512123992,0,0,0,0,10.0,Private room,15203,24459
weekday,100.0,140.87819563018886,0,0,1,0,9.0,Private room,15204,24460
weekday,100.0,103.48314870998848,0,0,0,0,10.0,Private room,15205,24461
weekday,84.0,173.3342740892307,0,0,0,0,9.0,Private room,15206,24462
weekday,80.0,222.25358075213435,0,0,0,1,9.0,Private room,15207,24463
weekday,87.0,116.41854229873704,0,0,1,0,9.0,Private room,15208,24464
weekday,100.0,284.5786589524683,0,0,0,1,10.0,Entire home/apt,15209,24465
weekday,100.0,284.5786589524683,0,0,0,1,10.0,Entire home/apt,15210,24466
weekday,100.0,211.9052658811355,0,0,0,0,10.0,Private room,15211,24467
weekday,98.0,288.3416825419224,0,1,0,1,10.0,Entire home/apt,15212,24468
weekday,97.0,351.6075166396199,0,0,0,0,10.0,Entire home/apt,15213,24469
weekday,100.0,108.6573061454879,0,0,0,0,10.0,Private room,15214,24470
weekday,100.0,1376.7962557915284,0,0,1,0,10.0,Entire home/apt,15215,24471
weekday,87.0,400.7620122768645,0,0,1,0,9.0,Entire home/apt,15216,24472
weekday,86.0,232.83708459747407,0,0,0,0,8.0,Private room,15217,24473
weekday,70.0,649.8271361038594,0,0,0,1,10.0,Entire home/apt,15218,24474
weekday,96.0,581.8575225193443,0,0,0,0,10.0,Entire home/apt,15219,24475
weekday,88.0,952.7505350549168,0,0,0,1,8.0,Entire home/apt,15220,24476
weekday,88.0,219.90169100872552,0,0,0,0,9.0,Private room,15221,24477
weekday,100.0,206.73110844563607,0,0,0,0,10.0,Private room,15222,24478
weekday,96.0,142.28932947623414,0,0,0,0,10.0,Private room,15223,24479
weekday,100.0,80.19944025024107,0,0,1,0,10.0,Private room,15224,24480
weekday,53.0,545.6384204708484,0,0,0,1,6.0,Entire home/apt,15225,24481
weekday,100.0,517.1805545756015,0,0,0,1,10.0,Entire home/apt,15226,24482
weekday,97.0,614.3136009783861,0,0,0,1,10.0,Entire home/apt,15227,24483
